,cues,outcomes
2042,then_she_him_again,PastSimple
2043,included_amongst_these_university_and_large_research_libraries_in_the_us_and_the_uk,PresentSimple
2044,i_it,PastSimple
2045,we_questions,PresentProg
2046,he,FutureSimple
2047,it_holiday_on_ice_starring_vinny_jones,PresentSimple
2048,most_of_the_people_here_hardly_sylvie,PastPerf
2049,he_rapidly_as_a_man_due_at_the_crematorium_in_half_an_hour,PastSimple
2050,he_asking,PastSimple
2051,oh_what_i,PresentProg
2052,oh_twenty_five_bob_a_day_then,PastProg
2053,the_provos_contacts_everywhere,PresentPerf
2054,the_old_forms_discontinued,PresentSimple
2055,and_for_the_ideal_christmas_present_we_gift_memberships,PresentProg
2056,i_without_thinking,PastPerf
2057,not_too_far_down_because_one_day_the_last_day_he_back_again_into_the_air,FutureSimple
2058,in_this_way_higher_education_a_societal_stratification_characterized_by_different_levels_of_understanding_and_of_performance,PresentProg
2059,quarter_of_all_services_on_the_prestigious_thames_and_chiltern_routes_fewer_carriages_or_arriving_late_because_of_the_problem,PresentProg
2060,it_not,PresentPerf
2061,his_forty_seven_year_old_passenger_to_hospital,PastSimple
2062,it_also_in_the_netherlands,FutureSimple
2063,the_restored_objects_on_display_in_the_egyptian_museum_in_cairo,PresentSimple
2064,it_a_most_important_posting,PresentSimple
2065,an_improved_service_to_patients_from_doctors_and_hospitals_throughout_south_durham,PresentPerf
2066,he_her_husband_vos_a_young_clergyman_and_seen_their_baby_son,PastPerf
2067,what_you_so_deeply,PresentProg
2068,deacon_there_from_church,PastSimple
2069,now_luch_you_puffing_smoke_in_at_us_still,FutureSimple
2070,this_directly_with_the_global_approach_to_the_description_of_real_objects,PresentSimple
2071,she,PastProg
2072,before_playing_for_northants_the_cheerful_james_for_wellington_in_new_zealand,PastPerf
2073,that_we_not,PastSimple
2074,being_right_on_the_coast_there_special_considerations,PresentSimple
2075,it_currently_on_a_system_for_extending_the_security_provided_on_unix_and_local_area_network_systems,PresentProg
2076,development_of_substitutes_for_cfcs_up_by_the_industrial_technology_research_institute_and_manufacturers,PresentProg
2077,and_the_vixen_of_the_newsroom_on_stage_by_the_villain_of_albert_square,PresentProg
2078,instead_he_with_his_head_on_one_side_looking_seriously_at_her,PastProg
2079,walsh_bedecked_with_new_suit_and_executive_glasses_in_with_his_usual_aggressive_style,PastPerf
2080,bodie_through_a_stack_of_reports_on_international_terrorist_presences_in_the_united_kingdom,PastProg
2081,ahead_her_father_alongside_the_hounds_at_full_stretch,PastProg
2082,the_balanced_diet_for_good_nutrition_and_a_balanced_diet_first_on_the_list_protein,PresentSimple
2083,so_what_else_it,PresentProg
2084,you_us,FutureSimple
2085,many_thanks_for_a_first_class_mag_even_if_i_green_with_envy_at_some_of_the_kit,PresentSimple
2086,the_upper_middle_class_for_the_sake_of_convenience_different_parts_of_the_middle_class_in_two_main_sections,FutureSimple
2087,you_about_ten_tripods_per_acre,FutureSimple
2088,the_english_keyboard_repertory_preserved_almost_entirely_in_manuscripts_and_much_smaller_in_quantity_than_that_for_solo_lute_no_less_impressive,PresentSimple
2089,he_new_ideas_at_last,PastProg
2090,social_change_in_the_village_therefore_the_upheavals_in_the_nature_of_agricultural_work_itself,PresentPerf
2091,helen_round,PastSimple
2092,rna_capable_of_in_a_similar_way_to_dna,PresentProg
2093,it_like_any_other_car,PastSimple
2094,she_mandy_all_her_life,PastPerf
2095,alas_like_many_of_his_watercolours_this_one_and_discoloured_the_blue_pigment_being_the_most,PresentPerf
2096,a_little_behind_the_times_february_after_january,PresentSimple
2097,the_bus_stop_opposite_exeter_hall_no_longer,FutureSimple
2098,nowadays_the_most_committed_human_rights_and_peace_activists_in_serbia_also_women,PresentSimple
2099,what_you_on_this_course,FutureSimple
2100,he_never_to_her_like_that_before,PastPerf
2101,swire_sugden_and_his_three_chins_for_me,PastProg
2102,at_present_no_other_organisations_this_status,PresentPerf
2103,he_not_however_looking_at_her_in_such_a_way_now,PastSimple
2104,even_a_valance_or_pelmet_an_extra_highlight_when_edged_with_an_attractive_fringing_or_braid,FutureSimple
2105,like_most_border_counties_in_the_irish_republic_it_a_name_for_harbouring_gunmen,PresentSimple
2106,all_the_suppliers_of_building_services_represented_in_this_brochure_from_amongst_those_recommended_by_established_local_opinion_as_being_reliable_and_reasonable,PresentPerf
2107,devotees_of_the_cult_of_slaanesh_confusion_everywhere,PastSimple
2108,renal_problems_and_er_i_bowel_problems_ulcers_in_my_mouth,PastProg
2109,i_therefore_up_exe_directory,PresentProg
2110,i_an_investigation,PresentProg
2111,housing_particularly_badly_with_prices_tumbling_and_the_market_stagnant,PresentPerf
2112,i_myself_the_effects_of_the_delays_on_a_number_of_occasions,PresentPerf
2113,the_long_search_for_an_east_german_gorbachev_more_and_more_irrelevant,PresentProg
2114,that_now_not,FutureSimple
2115,the_previous_selective_employment_tax_to_the_treasury,PastSimple
2116,everyone_forwards_talking_of_the_twentieth_century_a_mere_six_years_ahead,PastProg
2117,all_the_same_the_holiday_and_disturbed_her,PastPerf
2118,he_a_very_obliging_fellow,PastSimple
2119,and_the_courtyards_into_disrepair,PastSimple
2120,now_not_knowing_why_she_them_down,PastSimple
2121,his_skin_up_a_glow_from_the_lilies_on_the_table,PastPerf
2122,which_back_his_normal_service_mm,PresentProg
2123,this_only_currently_in_certain_parts_of_westminster,PresentProg
2124,the_august_sun_them_with_gusto,PastSimple
2125,the_french,PastProg
2126,old_coffin_back_to_the_sherry_table,PresentProg
2127,the_leadership_the_character_of_christ_in_their_lives,PresentProg
2128,looking_down_at_me_he_cheerfully,PastSimple
2129,we_the_problems_of_policing_rural_northumbria_as_well_as_the_towns_and_cities,PastSimple
2130,echoes_of_martin_luther_king_carver_but_not_quite_the_same_meaning_to_the_stirring_words,PastSimple
2131,back_in_the_waiting_room_it_twice_as_crowded,PastPerf
2132,pink_unexpectedly_and_without_precedent_to_the_hammersmith_branch_of_the_metropolitan,PresentPerf
2133,when_one_off,PresentSimple
2134,there_a_fair_framework_of_law_for_both_employers_and_unions,FutureSimple
2135,people_ever_more_hostile_to_the_idea_of_living_near_a_rubbish_dump,PresentPerf
2136,the_size_and_the_number_of_actuarial_firms_expanding_rapidly_in_response_to_the_demand_for_their_services,PresentSimple
2137,my_trousers_too_tight,PresentProg
2138,she_almost_with_rage,PastProg
2139,in_both_cases_the_treaties_by_general_assembly_resolutions,PresentPerf
2140,he_in_the_life_situation_as_well_as_through_the_sacred_page,PresentSimple
2141,down_one_of_the_avenues_like_at_the_inversion_of_a_sunset,PresentProg
2142,the_effect_akin_to_the_keys_of_a_fast_car_to_a_young_and_irresponsible_driver,PastProg
2143,so_why_he_her_out_for_the_day,PastPerf
2144,right_where_we,PresentProg
2145,in_doing_so_they_their_duty_of_care,PastPerf
2146,for_the_first_time_for_more_than_two_thousand_years_abyssinia_though_not_conquered_by_an_alien_race,PastPerf
2147,stephen_langton_mostly_for_his_many_trials_with_king_john_also_as_one_of_the_principals_at_the_signing_of_the_magna_carta,FutureSimple
2148,gluing_up_wrong_like_a_car,PresentProg
2149,in_addition_to_a_ramp_for_wheelchairs_more_disabled_parking_spaces,PresentProg
2150,no_the_bottom_drawer,PresentSimple
2151,the_effects_of_current_policies_on_employment_opportunities_and_the_consequences_of_initiatives_designed_to_control_the_growth_of_nhs_manpower_and_to_subject_ancillary_services_to_competitive_tendering,FutureSimple
2152,and_all_of_this_a_problem_the_new_actor_coming_out_of_training,PresentProg
2153,the_primary_nurse_responsible_for_nursing_needs_for_identifying_with_each_client_the_nursing_goals_for_planning_care_and_implementing_it,PresentProg
2154,the_data_on_the_database,FutureSimple
2155,jobs_offered_by_compact_employers_within_each_participating_school,FutureSimple
2156,i_a_prawn_cocktail,PresentSimple
2157,consequently_the_use_of_ai_transparent_to_the_user,FutureSimple
2158,he_always_into_trouble,PastProg
2159,well_probably,FutureSimple
2160,the_low_waters_of_this_summer_us_with_a_superb_opportunity_for_fish_spotting_and_also_for_mapping_the_contours_of_the_river_bed,PresentPerf
2161,the_queen_you,PresentPerf
2162,elsewhere_clownfish_numerous_from_your_approach_in_the_chlorophyll_green_of_carpet_anemones,PresentProg
2163,james_best_married_for_a_second_and_third_time_and_two_daughters_and_a_son_by_his_second_wife,PastSimple
2164,their_world_a_blinding_wall_of_white_howling_towards_them_too_fast_for_thought_or_action,PastSimple
2165,caterpillars_of_the_garden_tiger_moth_for_example_only_their_cocoons_inside_a_heap_of_dead_leaves_or_garden_rubbish,FutureSimple
2166,this_blackness_always_him,PastPerf
2167,i_definitely_a_video,PresentPerf
2168,the_soviet_government_without_giving_reasons_as_of_right_the_repatriation_of_all_its_citizens_displaced_by_the_war_without_exception_and_irrespective_of_their_wishes,PastProg
2169,indeed_all_the_staff_away_on_courses_on_this,PresentPerf
2170,access_to_schooling_in_decline_because_of_the_war_and_financial_cuts,PresentPerf
2171,switzerland_my_favourite_country,PastPerf
2172,this_chapter_a_number_of_elicitation_strategies_before_turning_to_the_procedures_for_collecting_language_samples_in_everyday_settings,FutureSimple
2173,how_many_pieces_we,FutureSimple
2174,what_else_all_this_about,PastPerf
2175,kim_the_centre_from_day_to_day_recruiting_training_and_developing_the_administrative_staff,PresentSimple
2176,the_marquis_feigning_indifference,PastSimple
2177,yet_this_discontent_political_or_institutional_expression,PastSimple
2178,at_the_moment_officers_with_police,PresentProg
2179,how_long_the_kettle_on,PresentPerf
2180,in_their_various_ways_and_with_the_help_of_nuclear_weapons_all_against_a_repetition_of_past_disasters,PresentProg
2181,careers_in_management_the_tax_inspectorate_accountancy_computing_and_in_central_and_local_government_prominent_amongst_those_chosen_in_past_years_by_graduates,PresentPerf
2182,what_time_you_up_in_the_mornings,PastSimple
2183,hoomey_at_her_from_under_the_seat_in_front,PastProg
2184,the_next_three_parish_wardens_in_the_broadway_area_of_worcestershire,FutureSimple
2185,my_charm_them_all_over_in_the_end,PresentSimple
2186,data_collected_by_the_project_available_to_other_researchers,FutureSimple
2187,he_still_funny_with_you_though,PresentProg
2188,a_boy_in_bruges_he_older_in_wisdom_than_katelina,PastPerf
2189,there_suddenly_a_multitude_of_banners_and_pamphlets_from_these_printing_presses_of_the_trees,PresentPerf
2190,these_lakes_of_black_fetid_water_tidal_their_high_point_in_the_early_evening_before_subsiding_again_through_the_night,PastProg
2191,but_they_not_each_other,PresentProg
2192,this_match_notable_for_as_much_a_battle_against_the_elements_as_the_opposing_team,PastProg
2193,burning_at_earlier_stages_in_shells_around_the_core_like_the_layers_of_an_onion,PresentSimple
2194,violence_the_conduct_of_the_election_campaign_with_the_main_opposition_leaders_being_repeatedly_threatened,PastSimple
2195,two_doors_down_the_gaol_sergeant_some_fresh_prisoner_details_onto_one_of_the_name_boards_from_a_charge_sheet,PastProg
2196,a_week,PastProg
2197,i_him_down,PastProg
2198,which_ugly_sister_you_for,PresentProg
2199,i_out_like_a_light,PastSimple
2200,these_vacuum_cleaners_of_the_sea_vital_in_fouling_of_the_marine_environment,PresentProg
2201,like_death_he_with_a_handkerchief_held_up_against_his_face_all_bloodied_and_his_black_eyes_glaring_over_the_top_of_it,PastSimple
2202,in_liquids_and_solutions_there_several_factors_to_broadening_of_the_vibrational_band_even_in_the_absence_of_rotation_envelopes,PresentProg
2203,not_only_that_but_the_outcome_the_same_in_either_case,FutureSimple
2204,i_across_great_court_with_nick_simpkin,PastProg
2205,they_increasingly_critical_to_aircraft_maintenance_operations_due_to_the_shortfalls_in_trained_and_skilled_staff_experienced_by_the_aviation_world,PresentProg
2206,burt_reynolds_on_donahue_last_night,PastSimple
2207,we_many_companies_exporting_high_quality_products_to_markets_throughout_the_world,PresentSimple
2208,she_his_sense_of_propriety_by_sounding_dismissive_uncaring_about_her_engagement,PastPerf
2209,a_word_enough,FutureSimple
2210,what_time_they,PresentProg
2211,this_back_at_least_as_far_as_aristotle,PresentSimple
2212,a_change_in_our_fortunes_at_kenilworth_road_soon_us_up_the_table,FutureSimple
2213,the_noise_of_the_rats,PastPerf
2214,such_calls_also_from_supranational_bodies_in_particular_the_oecd_and_the_un,PresentPerf
2215,hopefully_someone_somewhere_a_permanent_cure_from_this_debilitating_malaise_known_only_as_red_spot_mania,FutureSimple
2216,footwear_protection_comfort_and_warmth_on_and_off_the_water,PresentSimple
2217,the_weather_department_always_with_new_ideas,PresentProg
2218,in_tuscany_for_example_we_all_these_amazing_villages_from_the_air,PastProg
2219,the_talk_the_sights_and_features_of_country_parks_in_the_east_hampshire_area,FutureSimple
2220,doctor_stevie_at_a_table_having_an_early_lunch,PastProg
2221,he_his_hands_with_petrol,PastProg
2222,powell_in_his_history_of_the_shipping_federation_the_situation_rather_differently,PresentSimple
2223,most_commonly_it_out_on_the_open_bench_or_in_a_laminar_flow_sterile_cabinet,PresentSimple
2224,we_that,FutureSimple
2225,a_jeep_trailing_a_cloud_of_dust_in_my_direction,PastProg
2226,but_there_another_profitable_side_to_the_coin,PastSimple
2227,the_solvent_in_some_of_these_enamels_the_original_paint_on_the_radiator,FutureSimple
2228,they_the_news_of_the_new_fleet_already,PastPerf
2229,it_not_an_auspicious_start_to_the_year,PastPerf
2230,there_a_stove_and_some_bread_and_beer_on_a_shelf,PastSimple
2231,she_with_a_tray_of_cool_drinks,PastProg
2232,the_men_evening_suits,PastProg
2233,for_building_societies_there_rules_with_the_translation_of_foreign_currency_amounts,PresentProg
2234,however_in_the_mid_eighties_an_amazing_transformation_starting_with_an_initiative_led_by_the_worth_valley_railway_and_developed_by_affiliated_groups_namely_the_vintage_carriages_trust_and_the_bahamas_locomotive_society,PastSimple
2235,there_significant_regional_variations,FutureSimple
2236,the_tessa_rate_in_our_branches,FutureSimple
2237,my_god_she_a_racket,PastProg
2238,in_the_event_there_only_a_very_few_clients_with_a_need_for_care_beyond_normal_services,PastSimple
2239,of_all_the_sporting_activities_available_during_the_afternoon_one_pleasure_through_alpine_meadows,PresentProg
2240,you_a_lot,PresentPerf
2241,the_bishop_of_tours_capable_of_his_narrative_for_particular_effect,PastProg
2242,all_my_life_i_him_up_there_on_the_screen,PastPerf
2243,jimmy_still_on_top_still_conscious_of_not_wanting_any_flesh_contact_with_the_floor,PastSimple
2244,so_that_the_source_of_supplies_for_the_saddlery_trade_more_difficult_year_by_year,PresentProg
2245,this_one_reason_perhaps_for_the_caution_of_successive_governments,PresentSimple
2246,it_not_just_the_recession_and_the_downturn_in_travel_caused_by_the_gulf_war_but_actually_increased_market_share,PastPerf
2247,where_the_local_community_stand_in_all_this,PresentSimple
2248,rather_than_retaliate_though_the_two,PresentProg
2249,allied_commanders_delighted_at_the_outcome,PastSimple
2250,unfortunately_things_not_quite_as_simple_as_that,PresentSimple
2251,in_addition_a_password_file,PastPerf
2252,but_the_board_only_a_narrow_range_of_sensitivity_on_the_variables_under_its_own_control,PresentSimple
2253,it_the_same_sum_for_years,PastPerf
2254,er_she_with_him_yesterday_yeah,PastProg
2255,his_section_responsible_for_the_maintenance_of_radio_equipment_fitted_to_the_washingtons,PastSimple
2256,soon_these_burning_miseries_extinct,FutureSimple
2257,about_a_third_of_our_staff_temporary_contracts,PresentPerf
2258,i_an_affair_with_her,PastProg
2259,the_practicalities_by_the_research_councils_in_the_department_of_education_in_northern_ireland,PresentProg
