cues,outcomes
v_i_n_c_e_n_t,m
m_a_l_a_k_a_i,m
k_e_e_n_a_n,m
e_l_i_d_a,f
s_h_a_r_i_t_a,f
m_y_r_t_l_e,m
b_r_e_o_n_n_a,f
d_e_n_z_e_l_l,m
g_a_y_l_e_n_e,f
e_m_a_n_u_e_l,m
c_r_y_s_t_a,f
s_t_a_n,m
b_a_r_o_n,m
s_h_a_n_n_e_n,f
f_o_u_n_t,m
d_e_l_v_i_n,m
m_u_r_p_h_y,m
b_u_r_n_e_y,m
d_a_l_t_o_n,m
r_o_s_a_l_i_e,f
j_e_r_e_m_e,m
e_m_i_l_y,f
e_a_r_l_i_n_e,f
s_t_e_p_h_a_n_i,f
h_u_y,m
s_a_l_l_i_e,f
j_o_l_i_n_e,f
c_a_n_n_o_n,m
d_e_b_b_i_e,f
a_l_b_i_o_n,m
k_e_y_o_n,m
d_a_v_i_o_n,m
e_l_i_e_z_e_r,m
k_a_v_o_n,m
e_u_p_h_e_m_i_a,f
b_r_a_y_d_e_n,m
e_l_l_e,f
s_h_e_l_b_i,f
e_u_g_e_n_e,m
s_i_e_n_n_a,f
i_n_e_s,f
a_b_d_u_l_l_a_h,m
g_e_o_r_g_i_e,m
a_b_d_u_l,m
j_o_y,m
s_y_l_v_a_n,m
h_a_r_d_i_n_g,m
h_a_l_i_e,f
l_e_o_n,m
l_a_s_h_o_n_d_a,f
w_i_l_e_y,m
d_o_n_n_a,m
t_r_i_c_i_a,f
y_v_o_n_n_e,f
g_l_y_n_d_a,f
m_e_g_g_a_n,f
a_n_g_e_l_a,m
t_r_e_n_a,f
o_z_e_l_l_a,f
m_e_l_t_o_n,m
g_r_o_v_e,m
w_i_l_l_a,f
e_x_a,f
o_k_e_y,m
e_l_n_o_r_a,f
k_i_a,f
s_o_r_e_n,m
l_y_n_n_e_t_t_e,f
i_z_a_b_e_l_l_e,f
e_d_n_a,m
b_r_i_o_n,m
f_r_i_e_n_d,m
s_u_z_a_n_n,f
g_e_o_r_g_e_a_n_n_a,f
k_a_l_y_n,f
m_a_r_l_a_n_d,m
d_o_s_h_i_e,f
e_d,m
j_o_h_a_n_n_a_h,f
t_e_s_s,f
r_e_f_u_g_i_o,m
k_r_y_s_t_e_n,f
a_n_j_e_l_i_c_a,f
t_r_i_l_b_y,f
l_o_u_v_e_n_i_a,f
j_a_n_e_l_l_e,f
r_o_d_r_i_g_o,m
d_a_n_i,f
a_m_i_t,m
r_o_m_e,m
c_l_e_o_n_e,f
s_u_s_a_n_n_e,f
k_e_i_o_n,m
a_n_t_o_n_e_t_t_e,f
s_h_a_w_n_n_a,f
a_r_i_a_n_e,f
w_i_n_n_i_f_r_e_d,f
l_i_l_l_i_s,f
l_e_s_l_y,f
l_o_u_i_s_i_a_n_a,f
z_o_r_a,f
b_a_y_l_e_e,f
c_o_r_r_y,m
t_o_n_d_a,f
o_r_e_n,m
l_a_u_r_y_n,f
k_a_r_e_e_m,m
h_a_r_m_o_n,m
s_k_y_e,f
v_i_d_a_l,m
a_u_g_u_s_t_i_n_e,m
j_a_h_i_r,m
e_d_g_a_r,m
e_l_i_g_a,m
j_e_r_r_i_l_y_n,f
b_u_r_t_o_n,m
t_e_a_g_a_n,m
j_o_r_d_o_n,m
j_a_v_o_n,m
t_h_e_r_e_s_i_a,f
d_o_n_i_t_a,f
c_h_r_i_s_t_e_l,f
b_r_a_n_d_i_e,f
j_u_l_e_s,m
e_r_m_a,f
v_a_s_h_o_n,m
c_a_n_d_i_c_e,f
e_l_l_e_r_y,m
e_w_i_n,m
e_l_m_i_r_e,f
i_t_z_e_l,f
l_a_u_r_i_e,m
b_i_r_t_h_a,f
w_e_a_v_e_r,m
k_e_a_n_n_a,f
l_a_c_e_y,m
d_w_y_a_n_e,m
i_n_d_i_a,f
p_a_m_e_l_i_a,f
h_a_r_v_e_y,m
k_i_l_e_y,m
d_y_l_l_a_n,m
v_a_n_c_e,m
s_a_l_e_n_a,f
l_i_t_t_l_e,m
a_n_g_u_s,m
a_m_a_y_a,f
w_i_l_l_i_a_m,m
v_i_l_l_a,f
m_a_r_g_o,f
d_e_l_m_a_s,m
c_l_a_u_d_i_e,m
n_i_c_h_o_l_a_s,m
e_m_i_l_e_e,f
l_o_g_a_n,m
f_r_e_m_o_n_t,m
d_o_m_i_n_i_c,m
m_a_r_l_o_n,m
r_a_n_d_i,f
s_h_a_w_n,m
e_l_l_i_o_t,m
e_m_e_t_t,m
a_n_a_s_t_a_s_i_a,f
k_e_m,m
p_l_u_m_m_e_r,m
d_e_j_a,f
c_h_e_r_i_s_h,f
k_e_v_a_n,m
b_e_v_e_r_l_y,m
k_r_i_s_s_y,f
k_a_l_e_y,f
k_a_t_l_y_n_n,f
a_l_p_h_o_n_s_e,m
o_r_i_s,m
a_l_y_s_e,f
j_a_y_d_i_n,m
g_e_r_m_a_i_n_e,m
j_u_l_i_s_s_a,f
b_r_o_o_k_s,m
d_a_r_b_y,m
d_a_r_r_y_l_e,m
k_h_l_o_e,f
k_a_r_s_y_n,f
r_o_l_l_a,m
n_e_o_m_a,f
m_a_r_c_e_l_l_a,f
v_i_r_g_e,m
s_h_e_l_d_o_n,m
h_e_y_w_a_r_d,m
m_a_l_i_s_s_i_e,f
f_l_o_y_d,m
r_a_v_e_n,m
d_e_r_i_k,m
l_a_m_a_r_c_u_s,m
t_h_e_a_d_o_r_e,m
h_e_l_g_a,f
c_o_l_l_i_e_r,m
b_r_e_n_n_a_n,m
b_o_y_s_i_e,m
c_o_n_s_t_a_n_t_i_n_e,m
u_r_a,f
l_i_n_u_s,m
s_h_i_r_a,f
e_n_o_s,m
e_v_e_r_t_t,m
a_l_c_e_e,m
w_a_y_l_a_n_d,m
m_i_c_h_e_a_l,m
j_u_w_a_n,m
l_i_d_i_e,f
c_a_n_d_y_c_e,f
d_e_r_a_l_d,m
g_e_r_m_a_n,m
f_l_i_n_t,m
s_t_e_t_s_o_n,m
c_a_r_l_e_n_e,f
g_i_s_s_e_l_l_e,f
o_r_l_a_n_d_o,m
a_n_n_i_e,m
o_r_l_a,m
m_a_x_i_m_i_l_i_a_n,m
a_r_i_c,m
p_h_o_e_n_i_x,m
l_i_s_b_e_t_h,f
r_y_a_n_n,f
e_m_m_i_t,m
a_l_l_i_n_e,f
b_e_e_c_h_e_r,m
j_e_r_m_e_y,m
a_r_n_u_l_f_o,m
j_o_h_n_n_i_e,m
l_o_r_a_i_n_e,f
c_a_r_o_n,f
a_i_m_e_e,f
k_i_n_g_s_t_o_n,m
l_o_v_i_n_a,f
w_y_m_a_n,m
h_o_s_i_e,m
h_i_l_l,m
m_e_n_d_y,f
r_a_n_c_e,m
a_l_m_u_s,m
c_h_a_n_n_i_n_g,m
m_i_l_d_a,f
b_r_i_t_t_n_e_e,f
l_a_t_e_s_h_a,f
e_l_d_r_e_d,m
f_i_d_e_n_c_i_o,m
c_l_i_n_t_o_n,m
d_e_l_m_u_s,m
k_e_l_l_i,f
p_r_a_n_a_v,m
a_m_a_r_e,m
a_n_i_t_a,f
k_a_n_i_s_h_a,f
b_i_a_n_c_a,f
g_r_o_v_e_r,m
h_e_n_r_i_e_t_t_e,f
a_l_f_r_e_d_a,f
s_t_e_p_h_a_n_y,f
m_a_r_i_t_a,f
a_v_e_r_y,m
c_r_i_s_t_i_n_a,f
c_h_a_n_c_e_y,m
g_e_n_n_i_e,f
r_u_b_e,m
b_e_n_s_o_n,m
o_b_e,m
o_n_i_e,f
b_e_n_j_a_m_a_n,m
z_a_k_a_r_y,m
b_l_a_i_s_e,m
s_a_v_a_n_a,f
a_n_a_b_e_l_l_e,f
d_e_a_n_g_e_l_o,m
b_o_b_b_i_e,m
m_e_l_b_o_u_r_n_e,m
m_a_n_l_y,m
y_v_e_t_t_e,f
r_o_n_a_l_d_o,m
i_s_a_i_a_h,m
e_f_f_a,f
h_a_y_l_e_i_g_h,f
r_e_b_a,f
w_i_l_b_e_r,m
c_o_l_o_n,m
u_r_i_j_a_h,m
e_n_n_i_s,m
k_e_v_i_n,m
d_i_y_a,f
m_a_m_i_e,m
k_a_c_i_e,f
d_a_v_i_a_n,m
k_a_r_o_l,f
s_i_g_m_u_n_d,m
d_o_l_o_r_e_s,m
g_a_g_e,m
s_t_e_l_l_a,f
s_h_o_n_d_a,f
b_r_u_n_o,m
v_i_c_k_e_y,f
w_h_i_t_n_e_y,m
h_u_m_p_h_r_e_y,m
a_r_m_i_n,m
m_o_r_g_a_n,m
m_y_r_t_i_e,f
s_y_e_d,m
m_o_n_t_e,m
d_e_a_n_n,f
r_e_n_o,m
d_a_m_a_r_i_s,f
c_o_r_e_a_n,f
a_l_e_x_z_a_n_d_e_r,m
k_i_m_b_e_r_l_e_e,f
l_i_n_d_y,m
m_i_l_l_a_r_d,m
a_s_h_l_e_e,f
j_a_x_o_n,m
a_r_n_o_l_d,m
j_e_s_s_i_e,m
j_e_d_e_d_i_a_h,m
j_a_v_i_e_r,m
j_o_s_h,m
t_w_i_l_a,f
a_l_i_d_a,f
c_a_y_l_a,f
q_u_e_e_n_i_e,f
g_i_d_g_e_t,f
u_l_y_s_s_e_s,m
j_a_z_m_i_n,f
l_a_d_d_i_e,m
r_y_l_e_e,m
r_a_e_k_w_o_n,m
t_i_e_s_h_a,f
j_i_l_e_s,m
a_l_a_n_n_a,f
c_h_r_i_s_t_o_p,m
e_l_l,m
m_i_c_h_i_a_l,m
a_r_t,m
m_a_r_i_a_m,f
d_i_x_i_e,m
l_e_o_n_o_r_a,f
s_u_z_a_n,f
m_i_c_k_i_e,f
p_r_u_d_e_n_c_e,f
m_e_l_l,m
k_o_e_n,m
e_r_l_e_n_e,f
t_a_r_i_q,m
r_o_r_y,m
i_r_i_n_e,f
m_a_n_d_i,f
p_e_n_n_i_e,f
d_u_s_t_i_n,m
s_e_w_a_r_d,m
z_e_l_a,f
l_e_l_a,f
c_o_r_i,f
c_i_a_r_a,f
a_l_y_s_s_i_a,f
n_a_k_i_s_h_a,f
m_o_h_a_m_e_d,m
c_a_m_e_r_o_n,m
a_y_a_n_n_a,f
d_a_w_n_a,f
o_r_l_e_n_a,f
t_e_d_d_i_e,m
e_b_o_n_y,f
v_e_n_i_e,f
a_b_r_a_m,m
m_y_r_a,f
l_y_n_w_o_o_d,m
